Item_name,ID,Category,URL,Image_file
EFTERTÄNKA เอฟเตอร์แตงก้า,9.0,clock,https://www.ikea.com/th/th/p/eftertaenka-decorative-hourglass-clear-glass-sand-10495487/,clock/clock9.png
KORVTRÄD คอร์ฟแทรด,10.0,clock,https://www.ikea.com/th/th/p/korvtraed-wall-clock-multicolour-00570335/,clock/clock10.png
NOLLÅTTA นุลล์แลทต้า,11.0,clock,https://www.ikea.com/th/th/p/nollatta-alarm-clock-white-70499350/,clock/clock11.png
TAGGAD ทอคกอด,12.0,clock,https://www.ikea.com/th/th/p/taggad-wall-clock-white-grey-80466293/,clock/clock12.png
JÄNKIG แยนคิก,13.0,clock,https://www.ikea.com/th/th/p/jaenkig-wall-clock-copper-colour-50534038/,clock/clock13.png
KUTTERSMYCKE กุตเติชมิกเก,14.0,clock,https://www.ikea.com/th/th/p/kuttersmycke-wall-clock-black-60520516/,clock/clock14.png
PUGG พุกก์,15.0,clock,https://www.ikea.com/th/th/p/pugg-wall-clock-stainless-steel-70540854/,clock/clock15.png
SÖNDRUM เซินดรุม,16.0,clock,https://www.ikea.com/th/th/p/soendrum-wall-clock-white-30540865/,clock/clock16.png
IKEA PS 1995 อิเกีย พีเอส 1995,17.0,clock,https://www.ikea.com/th/th/p/ikea-ps-1995-clock-blue-00575069/,clock/clock17.png
STURSK สตูร์ช,18.0,clock,https://www.ikea.com/th/th/p/stursk-wall-clock-black-80540863/,clock/clock18.png
BONDTOLVAN บอนด์โทลวาน,19.0,clock,https://www.ikea.com/th/th/p/bondtolvan-alarm-clock-analog-pale-pink-70511012/,clock/clock19.png
PLUGGET พลุกเกียต,20.0,clock,https://www.ikea.com/th/th/p/plugget-alarm-clock-white-20522720/,clock/clock20.png
BILLY บิลลี่,1.0,book,https://www.ikea.com/th/th/p/billy-bookcase-black-oak-effect-20477341/#content,book/book1.png
BAGGEBO บักเกบู,2.0,book,https://www.ikea.com/th/th/p/baggebo-bookcase-white-10483880/,book/book2.png
BILLY บิลลี่ บานปิด,3.0,book,https://www.ikea.com/th/th/p/billy-bookcase-with-doors-white-s99528347/,book/book3.png
LAIVA ไลว่า,4.0,book,https://www.ikea.com/th/th/p/laiva-bookcase-black-brown-20178592/,book/book4.png
BILLY บิลลี่ / OXBERG อ็อกเบรย์,5.0,book,https://www.ikea.com/th/th/p/billy-oxberg-bookcase-with-glass-doors-white-s39545359/,book/book5.png
BILLY บิลลี่ เข้ามุม+ส่วนขยาย,6.0,book,https://www.ikea.com/th/th/p/billy-bookcase-corner-comb-w-ext-units-white-s39528369/,book/book6.png
BRIMNES บริมเนส,7.0,book,https://www.ikea.com/th/th/p/brimnes-bookcase-white-10351686/,book/book7.png
HEMNES เฮมเนส,8.0,book,https://www.ikea.com/th/th/p/hemnes-bookcase-white-stain-light-brown-80413501/,book/book8.png
LANESUND เลนซุนด์,9.0,book,https://www.ikea.com/th/th/p/lanesund-bookcase-grey-brown-40466544/,book/book9.png
SKRUVBY สกรูฟบี,10.0,book,https://www.ikea.com/th/th/p/skruvby-bookcase-white-40508855/,book/book10.png
TONSTAD ทุนสตัด,11.0,book,https://www.ikea.com/th/th/p/tonstad-bookcase-brown-stained-oak-veneer-60556925/,book/book11.png
GERSBY ยาร์ชบี,12.0,book,https://www.ikea.com/th/th/p/gersby-bookcase-white-60360730/,book/book12.png
IDANÄS อิดาแนส,13.0,book,https://www.ikea.com/th/th/p/idanaes-bookcase-dark-brown-stained-80487832/,book/book13.png
BILLY บิลลี่ บานกระจก,14.0,book,https://www.ikea.com/th/th/p/billy-bookcase-with-glass-doors-green-80594926/,book/book14.png
BILLY บิลลี่ / OXBERG อ็อกเบรย์ บานทึบครึ่งกระจก,15.0,book,https://www.ikea.com/th/th/p/billy-oxberg-bookcase-with-panel-glass-doors-white-s39528345/,book/book15.png
BILLY บิลลี่ / HÖGADAL เฮอแกดอล บานปิด,16.0,book,https://www.ikea.com/th/th/p/billy-hoegadal-bookcase-with-doors-white-s09562307/,book/book16.png
BILLY บิลลี่ / HÖGADAL เฮอแกดอล บานเดี่ยว,17.0,book,https://www.ikea.com/th/th/p/billy-hoegadal-bookcase-with-door-white-s09562492/,book/book17.png
BILLY บิลลี่ พร้อมโต๊,18.0,book,https://www.ikea.com/th/th/p/billy-bookcase-with-desk-white-s09570147/,book/book18.png
BILLY บิลลี่ / BERGSHULT แบร์สฮุลท์,19.0,book,https://www.ikea.com/th/th/p/billy-bergshult-bookcase-comb-w-foldable-table-white-s29590663/,book/book19.png
BILLY บิลลี่ / HÖGBO เฮิกโบ,20.0,book,https://www.ikea.com/th/th/p/billy-hoegbo-bookcase-combination-w-glass-doors-white-s49545354/,book/book20.png
LAGAN ลอกัน,2.0,refrigerator,https://www.ikea.com/th/th/p/lagan-fridge-with-3-star-compartment-freestanding-white-30508988/,refrigerator/refrigerator2.png
TILLREDA ทิลเรียด้า,3.0,refrigerator,https://www.ikea.com/th/th/p/tillreda-fridge-freestanding-white-40497022/,refrigerator/refrigerator3.png
ตู้เย็น SIDE BY SIDE LG GC-X257SQZW.AEPPLMT 22.4 คิว สีดำ,4.0,refrigerator,https://www.homepro.co.th/p/1246367,refrigerator/refrigerator4.png
ตู้เย็น 2 ประตู LG GN-D382PQMB.ADSPLMT 14 คิว สีเทา อินเวอร์เตอร์,5.0,refrigerator,https://www.homepro.co.th/p/1279560,refrigerator/refrigerator5.png
ตู้เย็น SIDE BY SIDE LG GC-B257KLJW.APYPLMT 23.4 คิว อินเวอร์เตอร์ สีเงิน,6.0,refrigerator,https://www.homepro.co.th/p/1281178,refrigerator/refrigerator6.png
ตู้เย็น MULTI DOOR TCL RT52GCCDE 18.4 คิว กระจกน้ำเงิน,7.0,refrigerator,https://www.homepro.co.th/p/1272734,refrigerator/refrigerator7.png
ตู้เย็น 1 ประตู WORLDTECH รุ่น WT-RF101 ขนาด 3.3 คิว ความจุ 92 ลิตร (สีดำ),8.0,refrigerator,https://www.homepro.co.th/p/888163300002,refrigerator/refrigerator8.png
ตู้เย็น 2 ประตู SMEG FAB50RBL5 18.51 คิว สีดำ,9.0,refrigerator,https://www.homepro.co.th/p/1249779,refrigerator/refrigerator9.png
ตู้แช่ไวน์ เดอะคูล รุ่น WINDY 105UV 25 ขวด ความจุ 3.7 คิว สีดำ,10.0,refrigerator,https://www.homepro.co.th/p/888156800002,refrigerator/refrigerator10.png
ตู้แช่ไวน์ PRIMIO P-830UD แบ่ง 2 อุณหภูมิ 306 ขวด (สีดำ),11.0,refrigerator,https://www.homepro.co.th/p/888112800032,refrigerator/refrigerator11.png
ตู้เย็น 2 ประตู LG GN-B389FQDM.AEPPLMT ฟรีซล่าง 11.8 คิว สีดำ,12.0,refrigerator,https://www.homepro.co.th/p/1280366,refrigerator/refrigerator12.png
ตู้เย็น 2 ประตู LG GN-F452PQAK.AEPPLMT 16.2 คิว สีดำ,13.0,refrigerator,https://www.homepro.co.th/p/1262215,refrigerator/refrigerator13.png
ตู้เย็น SIDE BY SIDE HITACHI R-MX600GVTH1 MGW 20.1 คิว กระจกขาว อินเวอร์เตอร์,14.0,refrigerator,https://www.homepro.co.th/p/888137400009,refrigerator/refrigerator14.png
ตู้เย็น 2 ประตู ELECTROLUX ETM5002C-B 17.8 คิว สีดำ,15.0,refrigerator,https://www.homepro.co.th/p/1266157,refrigerator/refrigerator15.png
ตู้เย็น MULTI DOOR HAIER HRF-FD529I(MLW)GU1 18 คิว สีขาวครีม,16.0,refrigerator,https://www.homepro.co.th/p/1299517,refrigerator/refrigerator16.png
ตู้เย็น MULTI DOOR BOSCH KFN96APEAG 21 คิว สีสเตนเลส,17.0,refrigerator,https://www.homepro.co.th/p/1217769,refrigerator/refrigerator17.png
ตู้เย็น 2 ประตู SAMSUNG RT62K7150BS/ST 19.9 คิว สีดำ,18.0,refrigerator,https://www.homepro.co.th/p/1300409,refrigerator/refrigerator18.png
ตู้เย็น 1 ประตู TOSHIBA GR-D706MS 1.7 คิว สีเงิน,19.0,refrigerator,https://www.homepro.co.th/p/1189832,refrigerator/refrigerator19.png
ตู้เย็น SIDE BY SIDE SAMSUNG RS90F65A2FST 21.7 คิว สีดำ,20.0,refrigerator,https://www.homepro.co.th/p/1289204,refrigerator/refrigerator20.png
MATÄLSKARE มาแทลสเกเร,1.0,microwave,https://www.ikea.com/th/th/p/mataelskare-microwave-oven-ikea-300-stainless-steel-80508269/,microwave/microwave1.png
TILLREDA ทิลเรียด้า,2.0,microwave,https://www.ikea.com/th/th/p/tillreda-microwave-oven-white-70493409/,microwave/microwave2.png
VÄRMD แวร์มด์,3.0,microwave,https://www.ikea.com/th/th/p/vaermd-microwave-oven-ikea-300-black-20508286/,microwave/microwave3.png
TILLREDA ทิลเรียด้า,4.0,microwave,https://www.ikea.com/th/th/p/tillreda-microwave-oven-black-50546480/,microwave/microwave4.png
ANRÄTTA อันเรทตา,5.0,microwave,https://www.ikea.com/th/th/p/anraetta-microwave-oven-ikea-500-stainless-steel-90508264/,microwave/microwave5.png
ไมโครเวฟ HITACHI HMRM2002 20ลิตร,6.0,microwave,https://www.homepro.co.th/p/1235935,microwave/microwave6.png
ไมโครเวฟ ELECTROLUX EMM20K22B 20 ลิตร,7.0,microwave,https://www.homepro.co.th/p/1217659,microwave/microwave7.png
ไมโครเวฟ ELECTROLUX EMM25D22BM 25 ลิตร,8.0,microwave,https://www.homepro.co.th/p/1218642,microwave/microwave8.png
ไมโครเวฟ SHARP R-220EF 20 ลิตร สีแดง,9.0,microwave,https://www.homepro.co.th/p/1295178,microwave/microwave9.png
ไมโครเวฟ XIAOMI XM_MCWOVEN 20 ลิตร สีขาว,10.0,microwave,https://www.homepro.co.th/p/1278988,microwave/microwave10.png
ไมโครเวฟฝังดิจิตอล AXIA INT20 MWG300,11.0,microwave,https://www.homepro.co.th/p/1162241,microwave/microwave11.png
ไมโครเวฟระบบ ดิจิตอล Midea รุ่น AM823ABV ความจุ 23 ลิตร 800 วัตต์ สีเทา,12.0,microwave,https://www.homepro.co.th/p/888137400038,microwave/microwave12.png
ไมโครเวฟฝังดิจิตอล LUCKY FLAME BMW-30GG,13.0,microwave,https://www.homepro.co.th/p/1261080,microwave/microwave13.png
ไมโครเวฟฝังดิจิตอล TEKA ML 8220 BIS BLACK,14.0,microwave,https://www.homepro.co.th/p/1166384,microwave/microwave14.png
ไมโครเวฟฝังดิจิตอล HAFELE 495.06.485 สีดำ,15.0,microwave,https://www.homepro.co.th/p/1247681,microwave/microwave15.png
ไมโครเวฟ TOSHIBA MWP-MM20P(WH) 20 ลิตร,16.0,microwave,https://www.homepro.co.th/p/1157730,microwave/microwave16.png
"ไมโครเวฟระบบอบลมร้อน PRIMIO HSO-168 หน้าจอสัมผัส, ขนาด 18 ลิตร",17.0,microwave,https://www.homepro.co.th/p/888112800044,microwave/microwave17.png
"ไมโครเวฟ MIDEA 17 ลิตร , 1300 W, โปรแกรม 100 เมนู",18.0,microwave,https://www.homepro.co.th/p/888112800006,microwave/microwave18.png
ไมโครเวฟระบบอบไอน้ำ TOSHIBA ER-ND300C(R) 30 ลิตร,19.0,microwave,https://www.homepro.co.th/p/1169050,microwave/microwave19.png
ไมโครเวฟ TOSHIBA ER-TD5000C(K) 30 ลิตร,20.0,microwave,https://www.homepro.co.th/p/1292181,microwave/microwave20.png
SMAKSAK สม็อกซ็อก,1.0,oven,https://www.ikea.com/th/th/p/smaksak-microwave-combi-with-forced-air-stainless-steel-60508294/,oven/oven1.png
MATÄLSKARE มาแทลสเกเร,2.0,oven,https://www.ikea.com/th/th/p/mataelskare-forced-air-oven-ikea-300-stainless-steel-20508253/,oven/oven2.png
LAGAN ลอกัน,3.0,oven,https://www.ikea.com/th/th/p/lagan-oven-stainless-steel-30547956/,oven/oven3.png
ANRÄTTA อันเรทตา,4.0,oven,https://www.ikea.com/th/th/p/anraetta-forced-air-oven-ikea-500-stainless-steel-70508236/,oven/oven4.png
SMAKSAK สม็อกซ็อก,5.0,oven,https://www.ikea.com/th/th/p/smaksak-forced-air-oven-stainless-steel-90508259/,oven/oven5.png
เตาอบฝังดิจิตอล TECNOGAS OVEN FN2K66G3X/1,6.0,oven,https://www.homepro.co.th/p/1280660,oven/oven6.png
เตาอบ SCE Plus รุ่น ALO1 สีครีม,7.0,oven,https://www.homepro.co.th/p/888172100019,oven/oven7.png
เตาอบ SMEG ALFA43XMF,8.0,oven,https://www.homepro.co.th/p/1216042,oven/oven8.png
เตาอบ SCE Plus รุ่น ALO2 สีดำ,9.0,oven,https://www.homepro.co.th/p/888172100018,oven/oven9.png
เตาอบแบบฝัง EVE รุ่น CITI ขนาด 60 ซม. สี ดำ,10.0,oven,https://www.homepro.co.th/p/888132600100,oven/oven10.png
เตาอบฝังดิจิตอล TECNOPLUS LENORA 85 สีดำ,11.0,oven,https://www.homepro.co.th/p/1272524,oven/oven11.png
เตาอบแบบฝัง EVE รุ่น MIRO ขนาด 60 ซม. สี ดำ,12.0,oven,https://www.homepro.co.th/p/888132600102,oven/oven12.png
เตาอบเล็กแมนนวล NIKITO OV650 9 ลิตร,13.0,oven,https://www.homepro.co.th/p/1257870,oven/oven13.png
เตาอบเล็กแมนนวล KITCHENER OV2000 60 ลิตร,14.0,oven,https://www.homepro.co.th/p/1254434,oven/oven14.png
เตาอบฝังดิจิตอล TEKA STEAKMASTER BLACK GLASS,15.0,oven,https://www.homepro.co.th/p/1287471,oven/oven15.png
เตาอบเล็กแมนนวล COMPRO CP-V60 12 ลิตร สีครีม,16.0,oven,https://www.homepro.co.th/p/1301598,oven/oven16.png
เตาอบขนมปัง BALMUDA K11-F สีดำ,17.0,oven,https://www.homepro.co.th/p/1248743,oven/oven17.png
ไมโครเวฟฝังดิจิตอล BOSCH BFL7221B1K,18.0,oven,https://www.homepro.co.th/p/1261453,oven/oven18.png
เตาอบฝังดิจิตอล MEX VRM9752X,19.0,oven,https://www.homepro.co.th/p/1241486,oven/oven19.png
เตาอบฝัง MANUAL MEX VRM9651B,20.0,oven,https://www.homepro.co.th/p/1231136,oven/oven20.png
เครื่องปิ้งขนมปัง BRAUN HT1010BK,1.0,toaster,https://www.homepro.co.th/p/1244971,toaster/toaster1.png
เครื่องปิ้งขนมปัง OTTO TT-135A,2.0,toaster,https://www.homepro.co.th/p/1276795,toaster/toaster2.png
เครื่องปิ้งขนมปัง SMARTHOME SM-T700,3.0,toaster,https://www.homepro.co.th/p/1281800,toaster/toaster3.png
เครื่องปิ้งขนมปัง TEFAL TT3670 2ชิ้น,4.0,toaster,https://www.homepro.co.th/p/1004831,toaster/toaster4.png
เครื่องปิ้งขนมปัง MINIMEX MT1-BL สีดำ,5.0,toaster,https://www.homepro.co.th/p/1278929,toaster/toaster5.png
เครื่องปิ้งขนมปัง AIKO AK-808 สีชมพู,6.0,toaster,https://www.homepro.co.th/p/1157687,toaster/toaster6.png
เครื่องปิ้งขนมปัง SMEG TSF01SSEU สีเงิน,7.0,toaster,https://www.homepro.co.th/p/1275846,toaster/toaster7.png
เครื่องปิ้งขนมปัง ELECTROLUX E5TS1-50ST,8.0,toaster,https://www.homepro.co.th/p/1222338,toaster/toaster8.png
เครื่องปิ้งขนมปัง DELONGHI CTOV2103 สีเขียว,9.0,toaster,https://www.homepro.co.th/p/1194542,toaster/toaster9.png
เครื่องอบแซนด์วิชขนาดใหญ่ HOMEMATE (HOM-12I183) สีดำ,10.0,toaster,https://www.homepro.co.th/p/888112900012,toaster/toaster10.png
เครื่องอบวาฟเฟิลกลมใหญ่ HOMEMATE (HOM-TSK2105B) สีเงิน,11.0,toaster,https://www.homepro.co.th/p/888112900014,toaster/toaster11.png
เครื่องทำแซนด์วิช LOCKNLOCK EJB126IVY สีครีม,12.0,toaster,https://www.homepro.co.th/p/1251055,toaster/toaster12.png
เครื่องปิ้งขนมปัง JENNIFEROOM JRTH-T900WH สีขาว,13.0,toaster,https://www.homepro.co.th/p/1290626,toaster/toaster13.png
เครื่องปิ้งขนมปัง IMARFLEX IF-374 4 ชิ้น,14.0,toaster,https://www.homepro.co.th/p/1276572,toaster/toaster14.png
เครื่องปิ้งขนมปังแผ่นยาว 1 ช่อง HOMEMATE (HOM-231031) สีเงิน,15.0,toaster,https://www.homepro.co.th/p/888112900010,toaster/toaster15.png
เครื่องปิ้งขนมปัง Magimix MA2306-RE Vision 11540 สีแดง,16.0,toaster,https://www.homepro.co.th/p/888132300020,toaster/toaster16.png
เครื่องปิ้งขนมปัง SCE Plus รุ่น TT1 สีขาว,17.0,toaster,https://www.homepro.co.th/p/888172100036,toaster/toaster17.png
เครื่องปิ้งขนมปัง ELECTROLUX E2TS1-100W,18.0,toaster,https://www.homepro.co.th/p/1175592,toaster/toaster18.png
เครื่องอบวาฟเฟิลฮ่องกง HOMEMATE (HOM-119212) สีขาว,19.0,toaster,https://www.homepro.co.th/p/888112900016,toaster/toaster19.png
เครื่องปิ้งขนมปัง SMEG TSF01PBEU 2 ชิ้น สีฟ้า,20.0,toaster,https://www.homepro.co.th/p/1182202,toaster/toaster20.png
HAVSEN ฮาฟเซน ซิงก์ฝัง 2 หลุม เปิดด้านหน้า,1.0,sink,https://www.ikea.com/th/th/p/havsen-sink-bowl-2-bowls-w-visible-front-white-s39250267/,sink/sink1.png
HAVSEN ฮาฟเซนซิงก์ฝังหลุมเดี่ยว,2.0,sink,https://www.ikea.com/th/th/p/havsen-inset-sink-1-bowl-white-s89253715/,sink/sink2.png
"VATTUDALEN วัตทูดาเลน ซิงก์ฝังหลุมเดี่ยว+ที่คว่ำจาน, สเตนเลส",3.0,sink,https://www.ikea.com/th/th/p/vattudalen-inset-sink-1-bowl-with-drainboard-stainless-steel-s49158169/,sink/sink3.png
"FYNDIG ฟืนดิก ซิงก์ฝังหลุมเดี่ยว, สเตนเลส",4.0,sink,https://www.ikea.com/th/th/p/fyndig-inset-sink-1-bowl-stainless-steel-s39158004/,sink/sink4.png
"VRESJÖN เวเรเชิน ซิงก์ฝังหลุมเดี่ยว, สเตนเลส",5.0,sink,https://www.ikea.com/th/th/p/vresjoen-inset-sink-1-bowl-stainless-steel-s09425730/,sink/sink5.png
"HILLESJÖN ฮิลเลเควิน ซิงก์ฝัง 1 1/2 หลุม, สเตนเลส",6.0,sink,https://www.ikea.com/th/th/p/hillesjoen-inset-sink-1-1-2-bowl-stainless-steel-s19140703/,sink/sink6.png
"LÅNGUDDEN ล็องอุดเดน ซิงก์ฝังหลุมเดี่ยว, สเตนเลส",7.0,sink,https://www.ikea.com/th/th/p/langudden-inset-sink-1-bowl-stainless-steel-s49157481/,sink/sink7.png
"KILSVIKEN ชีลส์วีคเกน ซิงก์ฝังหลุมเดี่ยว+ที่พักจาน, ขาว หินควอทซ์คอมโพสิท",8.0,sink,https://www.ikea.com/th/th/p/kilsviken-inset-sink-1-bowl-with-drainboard-white-quartz-composite-s89598977/,sink/sink8.png
"HILLESJÖN ฮิลเลเควิน ซิงก์ฝังหลุมเดี่ยว, สเตนเลส",9.0,sink,https://www.ikea.com/th/th/p/hillesjoen-inset-sink-1-bowl-stainless-steel-s59401741/,sink/sink9.png
"VIMMERN วิมเมียร์น ก๊อกผสมครัว/หัวฉีด, สีสเตนเลส",10.0,sink,https://www.ikea.com/th/th/p/vimmern-kitchen-mixer-tap-handspray-stainless-steel-colour-70519942/,sink/sink10.png
"DELSJÖN เดลเชิน ก๊อกผสมครัว, สีเหล็กปัดดำ",11.0,sink,https://www.ikea.com/th/th/p/delsjoen-kitchen-mixer-tap-brushed-black-metal-20488797/,sink/sink11.png
"GAMLESJÖN แกมเลเควิน ก๊อกผสมครัวแบบ dual-control, สีเหล็กปัดดำ",12.0,sink,https://www.ikea.com/th/th/p/gamlesjoen-dual-control-kitchen-mixer-tap-brushed-black-metal-00341674/,sink/sink12.png
"GRILLSKÄR กริลล์แชร์ ซิงก์พร้อมโต๊ะข้าง, สเตนเลส/นอกอาคาร",13.0,sink,https://www.ikea.com/th/th/p/grillskaer-sink-unit-w-side-table-stainless-steel-outdoor-s09504652/,sink/sink13.png
"LAGAN ลอกัน ก๊อกผสมครัวแบบก้านเดี่ยว, ชุบโครเมียม",14.0,sink,https://www.ikea.com/th/th/p/lagan-single-lever-kitchen-mixer-tap-chrome-plated-00173760/,sink/sink14.png
"NÅLBLECKA นัวล์เบลคคา ที่จัดเก็บสำหรับเคาน์เตอร์ท็อปครัว, โลหะ/ไม้ไผ่",15.0,sink,https://www.ikea.com/th/th/p/nalblecka-kitchen-countertop-organiser-metal-bamboo-90564617/,sink/sink15.png
"BUTORP บูตอร์ป กล่อง/ตู้เก็บของ, ดำ",16.0,sink,http://ikea.com/th/th/p/butorp-storage-unit-black-50425379/,sink/sink16.png
RINNIG รินนิก ที่วางจาน,17.0,sink,https://www.ikea.com/th/th/p/rinnig-plate-holder-40387269/,sink/sink17.png
"TORNVIKEN ทูร์นวีคเกน ชั้นวางจาน, เทา",18.0,sink,https://www.ikea.com/th/th/p/tornviken-plate-shelf-grey-90402248/,sink/sink18.png
"ORDNING อวร์ดนิ่ง ที่คว่ำจาน, สเตนเลส",19.0,sink,https://www.ikea.com/th/th/p/ordning-dish-drainer-stainless-steel-00179535/,sink/sink19.png
"RINNIG รินนิก ถุงมือทำความสะอาด, เหลืองสด/ออฟไวท์",20.0,sink,https://www.ikea.com/th/th/p/rinnig-cleaning-gloves-bright-yellow-off-white-90565853/,sink/sink20.png
"STORAVAN สตูรอวาน อุปกรณ์ห้องน้ำ3ชิ้น, ขาว",1.0,toilet,https://www.ikea.com/th/th/p/storavan-3-piece-bathroom-set-white-50429004/,toilet/toilet1.png
"BROGRUND บรูกรุนด์ ชั้นแขวนเข้ามุม, สเตนเลส",2.0,toilet,https://www.ikea.com/th/th/p/brogrund-corner-wall-shelf-unit-stainless-steel-60408987/,toilet/toilet2.png
"BJÄRSEN เบยร์เชน ผ้าม่านห้องน้ำ, ขาว",3.0,toilet,https://www.ikea.com/th/th/p/bjaersen-shower-curtain-white-40443703/,toilet/toilet3.png
"HAVBÄCK ฮาฟเบ็ค / ORRSJÖN ออร์เควิน ตู้มีลิ้นชัก/อ่างล้างหน้า/ก๊อก, เบจ",4.0,toilet,https://www.ikea.com/th/th/p/havbaeck-orrsjoen-wash-stnd-w-drawers-wash-basin-tap-beige-s59516011/,toilet/toilet4.png
ÄNGSJÖN อิงเควิน / BACKSJÖN บัคเควิน ตู้ล้างหน้า/อ่างล้างหน้า/ก๊อก,5.0,toilet,https://www.ikea.com/th/th/p/aengsjoen-backsjoen-wash-stand-wash-basin-tap-oak-effect-grey-stone-effect-s89543447/,toilet/toilet5.png
ÄNGSJÖN อิงเควิน / BACKSJÖN บัคเควิน ตู้มีลิ้นชัก/อ่างล้างหน้า/ก๊อก,6.0,toilet,https://www.ikea.com/th/th/p/aengsjoen-backsjoen-wash-stnd-w-drawers-wash-basin-taps-oak-effect-s89566797/,toilet/toilet6.png
"ENHET เอียนเฮต ตู้กระจกบานเดี่ยว, ขาว",7.0,toilet,https://www.ikea.com/th/th/p/enhet-mirror-cabinet-with-1-door-white-s29396562/,toilet/toilet7.png
"ENHET เอียนเฮต / TVÄLLEN ทวาลเลน  ที่ตั้งอ่างล้างหน้าแบบเปิด 2 ชั้น, แอนทราไซต์",8.0,toilet,https://www.ikea.com/th/th/p/enhet-tvaellen-open-wash-stand-with-2-shelves-anthracite-s69554658/,toilet/toilet8.png
"HEMNES เฮมเนส ตู้กระจกบานคู่, ขาว",9.0,toilet,https://www.ikea.com/th/th/p/hemnes-mirror-cabinet-with-2-doors-white-60217681/,toilet/toilet9.png
"HEMNES เฮมเนส ชั้นวางของ, ขาว",10.0,toilet,https://www.ikea.com/th/th/p/hemnes-shelving-unit-white-80217656/,toilet/toilet10.png
"TÄNNFORSEN แทนฟอร์เซน / TÖRNVIKEN ทอร์นวีเคน ตู้มีลิ้นชัก/อ่างล้างหน้า/ก๊อก, ขาว/ดำ ลายหินอ่อน",11.0,toilet,https://www.ikea.com/th/th/p/taennforsen-toernviken-wash-stnd-w-drawers-wash-basin-tap-white-black-marble-effect-s79523360/,toilet/toilet11.png
"HAVBÄCK ฮาฟเบ็ค / ORRSJÖN ออร์เควิน ตู้ล้างหน้า/อ่างล้างหน้า/ก๊อก, เทาเข้ม/ไม้ไผ่",12.0,toilet,https://www.ikea.com/th/th/p/havbaeck-orrsjoen-wash-stand-wash-basin-tap-dark-grey-bamboo-s99543381/,toilet/toilet12.png
"ENHET เอียนเฮต ชุดตู้เก็บของ, ขาว",13.0,toilet,https://www.ikea.com/th/th/p/enhet-storage-combination-white-s39480447/,toilet/toilet13.png
สุขภัณฑ์ 1 ชิ้น MOYA 309 3/4.5 ลิตร สีขาว,14.0,toilet,https://www.homepro.co.th/p/1250757,toilet/toilet14.png
สุขภัณฑ์ 2 ชิ้น HAFELE 495.61.457 3/4.8L สีขาว,15.0,toilet,https://www.homepro.co.th/p/1158975,toilet/toilet15.png
ÄNGSJÖN อิงเควิน / BACKSJÖN บัคเควิน ตู้ล้างหน้า/อ่างล้างหน้า/ก๊อก,16.0,toilet,http://ikea.com/th/th/p/aengsjoen-backsjoen-wash-stand-wash-basins-taps-oak-effect-white-marble-effect-s79543495/,toilet/toilet16.png
"VALLAMOSSE วัลลามอสเซ ราวปรับระดับ+ชุดฝักบัวมือ, ชุบโครเมียม",17.0,toilet,https://www.ikea.com/th/th/p/vallamosse-riser-rail-with-handshower-kit-chrome-plated-90349661/,toilet/toilet17.png
"BROGRUND บรูกรุนด์ ชุดฝักบัวมือ/ติดผนัง+ไดเวอร์เตอร์, ชุบโครเมียม",18.0,toilet,https://www.ikea.com/th/th/p/brogrund-head-handshower-kit-with-diverter-chrome-plated-70342547/,toilet/toilet18.png
อ่างอาบน้ำ CRISTINA CT-EX-A175075 175 ซม. สีขาว,19.0,toilet,https://www.homepro.co.th/p/1001181,toilet/toilet19.png
อ่างน้ำวนอัดอากาศ I-SPA BD-EMO002WAF 180 ซม. สีขาว,20.0,toilet,https://www.homepro.co.th/p/1015471,toilet/toilet20.png
